trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
39,False,"{'a': 0.5, 'e': 1.0}",25,0,-151.92962697744395,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
40,False,"{'a': 0.5, 'e': 1.0}",25,0,-73.9910793551098,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 1.0}",30,0,-114.89026485347817,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
42,False,"{'a': 0.5, 'e': 1.0}",30,0,-195.32653354897275,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 3}",0
43,False,"{'a': 0.5, 'e': 1.0}",20,0,-155.9095838238802,"{0: 7, 1: 1, 2: 10, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 1.0}",25,13,-77.62143073332437,"{0: 5, 1: 3, 2: 3, 3: 0, 4: 1}",1
45,False,"{'a': 0.5, 'e': 1.0}",25,0,-114.84681918843211,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
46,False,"{'a': 0.5, 'e': 1.0}",20,0,-106.94654854930042,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
47,False,"{'a': 0.5, 'e': 1.0}",25,0,-189.76942681759482,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
48,False,"{'a': 0.5, 'e': 1.0}",30,0,-121.84366349935846,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
49,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.16113121807824,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
50,False,"{'a': 0.5, 'e': 1.0}",25,0,-106.45277416371661,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 1.0}",20,0,-123.03818547900104,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
52,False,"{'a': 0.5, 'e': 1.0}",20,0,-135.64719222954136,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
53,False,"{'a': 0.5, 'e': 1.0}",20,0,-139.26040883327536,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
54,False,"{'a': 0.5, 'e': 1.0}",25,0,-164.5186528044207,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
55,False,"{'a': 0.5, 'e': 1.0}",20,0,-105.28223211014142,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.5, 'e': 1.0}",30,0,-133.47158249908503,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
57,False,"{'a': 0.5, 'e': 1.0}",30,0,-134.97803343739693,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
58,False,"{'a': 0.5, 'e': 1.0}",20,0,-137.2333659232262,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
59,False,"{'a': 0.5, 'e': 1.0}",30,0,-158.0330001706108,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",1
60,False,"{'a': 0.5, 'e': 1.0}",20,0,-104.61159021858641,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
61,False,"{'a': 0.5, 'e': 1.0}",25,0,-123.9177320556028,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
62,False,"{'a': 0.5, 'e': 1.0}",30,0,-66.30217777448713,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 1.0}",30,0,-146.65947212809613,"{0: 17, 1: 5, 2: 4, 3: 3, 4: 1}",0
64,False,"{'a': 0.5, 'e': 1.0}",25,8,-89.13729643029744,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 1}",1
65,False,"{'a': 0.5, 'e': 1.0}",25,9,-53.48150005518679,"{0: 10, 1: 2, 2: 2, 3: 2, 4: 0}",1
66,False,"{'a': 0.5, 'e': 1.0}",30,22,-51.618198405466366,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
67,False,"{'a': 0.5, 'e': 1.0}",20,0,-81.7020732516027,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 1.0}",20,1,-21.220321725701215,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 1.0}",20,0,-55.61053772897564,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
70,False,"{'a': 0.5, 'e': 1.0}",20,3,-95.50836594552419,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
71,False,"{'a': 0.5, 'e': 1.0}",25,3,-14.532484684566917,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 1.0}",20,0,-210.6637824435601,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 5}",0
73,False,"{'a': 0.5, 'e': 1.0}",20,0,-134.10036626895334,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
74,False,"{'a': 0.5, 'e': 1.0}",20,0,-110.5888513415966,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
75,False,"{'a': 0.5, 'e': 1.0}",20,0,-180.93717331698096,"{0: 5, 1: 3, 2: 9, 3: 2, 4: 1}",0
76,False,"{'a': 0.5, 'e': 1.0}",30,5,-173.83939608601796,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",1
77,False,"{'a': 0.5, 'e': 1.0}",20,0,-122.47700936897695,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
78,False,"{'a': 0.5, 'e': 1.0}",20,0,-120.12685092256396,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
79,False,"{'a': 0.5, 'e': 1.0}",20,0,-112.21900331002101,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
80,False,"{'a': 0.5, 'e': 1.0}",25,0,-168.05473194242236,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
81,False,"{'a': 0.5, 'e': 1.0}",20,0,-37.521785746049595,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
82,False,"{'a': 0.5, 'e': 1.0}",20,0,-117.87124291638955,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
83,False,"{'a': 0.5, 'e': 1.0}",20,3,-73.11285195448463,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
84,False,"{'a': 0.5, 'e': 1.0}",20,0,-104.81704237160675,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
85,False,"{'a': 0.5, 'e': 1.0}",30,0,-200.2726209633003,"{0: 12, 1: 8, 2: 6, 3: 2, 4: 2}",0
86,False,"{'a': 0.5, 'e': 1.0}",20,0,-135.61014587413223,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
87,False,"{'a': 0.5, 'e': 1.0}",25,0,-162.460904425576,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
88,False,"{'a': 0.5, 'e': 1.0}",25,0,-97.06694781173539,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 1.0}",20,0,-141.8030312722387,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
90,False,"{'a': 0.5, 'e': 1.0}",30,0,-105.4291179037074,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
91,False,"{'a': 0.5, 'e': 1.0}",25,0,-247.00771504741252,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 5}",0
92,False,"{'a': 0.5, 'e': 1.0}",25,0,-164.60781081504857,"{0: 13, 1: 3, 2: 3, 3: 5, 4: 1}",0
93,False,"{'a': 0.5, 'e': 1.0}",20,0,-89.91789566212783,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 1.0}",30,0,-128.04203144739805,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
95,False,"{'a': 0.5, 'e': 1.0}",20,0,-104.58043578625242,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
96,False,"{'a': 0.5, 'e': 1.0}",20,0,-76.43240558190024,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 1.0}",20,0,-83.77811591797308,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
98,False,"{'a': 0.5, 'e': 1.0}",20,0,-208.9292310153375,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
99,False,"{'a': 0.5, 'e': 1.0}",25,0,-99.17760970838117,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
100,False,"{'a': 0.5, 'e': 1.0}",25,0,-121.6724851427102,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
101,False,"{'a': 0.5, 'e': 1.0}",25,0,-127.82271788584868,"{0: 13, 1: 7, 2: 3, 3: 0, 4: 2}",0
102,False,"{'a': 0.5, 'e': 1.0}",20,0,-134.65850661123187,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
103,False,"{'a': 0.5, 'e': 1.0}",30,0,-164.79478979714648,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
104,False,"{'a': 0.5, 'e': 1.0}",20,0,-74.66443357788037,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
105,False,"{'a': 0.5, 'e': 1.0}",20,0,-123.16427452962635,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
106,False,"{'a': 0.5, 'e': 1.0}",25,0,-97.59735345504772,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
107,False,"{'a': 0.5, 'e': 1.0}",25,0,-160.96281737258596,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
108,False,"{'a': 0.5, 'e': 1.0}",30,0,-141.18844432504542,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
109,False,"{'a': 0.5, 'e': 1.0}",25,0,-132.7819632923952,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
110,False,"{'a': 0.5, 'e': 1.0}",20,0,-100.79798180747862,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
111,False,"{'a': 0.5, 'e': 1.0}",20,1,-30.212361141045402,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 1.0}",25,0,-206.51008495701942,"{0: 11, 1: 2, 2: 7, 3: 3, 4: 2}",0
113,False,"{'a': 0.5, 'e': 1.0}",35,0,-93.06323067798213,"{0: 21, 1: 5, 2: 9, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 1.0}",20,0,-94.73647766764583,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
115,False,"{'a': 0.5, 'e': 1.0}",20,16,6.9726277929374545,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.80240747282795,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
117,False,"{'a': 0.5, 'e': 1.0}",20,0,-134.83330282227854,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
118,False,"{'a': 0.5, 'e': 1.0}",20,0,-144.3221097447915,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
119,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.52986467391317,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
120,False,"{'a': 0.5, 'e': 1.0}",25,0,-177.9820740333498,"{0: 13, 1: 4, 2: 3, 3: 3, 4: 2}",0
121,False,"{'a': 0.5, 'e': 1.0}",25,0,-63.94649816185328,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 1.0}",20,2,-160.03873824071977,"{0: 10, 1: 0, 2: 3, 3: 3, 4: 2}",1
123,False,"{'a': 0.5, 'e': 1.0}",20,0,-110.74844928780158,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
124,False,"{'a': 0.5, 'e': 1.0}",20,0,-114.23522028310488,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 1.0}",25,0,-300.5205411505679,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 5}",0
126,False,"{'a': 0.5, 'e': 1.0}",25,0,-143.40977143230043,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
127,False,"{'a': 0.5, 'e': 1.0}",30,0,-189.77494248811774,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
128,False,"{'a': 0.5, 'e': 1.0}",20,0,-75.1234867961163,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
129,False,"{'a': 0.5, 'e': 1.0}",30,0,-148.8456349757104,"{0: 15, 1: 7, 2: 5, 3: 2, 4: 1}",0
130,False,"{'a': 0.5, 'e': 1.0}",25,0,-88.00431452597023,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
